Radiated power Lz per atom during dwell time tau at ne=1E20m**-3 and Te[1-10000eV]
P[W/m**3] = Lz * n_imp[m**-3] * ne[m**-3]
ne=1E20m**-3
     200           5 # of Te values, dwell times
 4.486e-33 4.395e-33 4.305e-33 4.215e-33 4.127e-33 4.040e-33 3.969e-33 3.904e-33
 3.839e-33 3.776e-33 3.714e-33 3.653e-33 3.593e-33 3.533e-33 3.475e-33 3.429e-33
 3.384e-33 3.340e-33 3.296e-33 3.253e-33 3.211e-33 3.174e-33 3.139e-33 3.104e-33
 3.069e-33 3.036e-33 3.002e-33 2.969e-33 2.937e-33 2.905e-33 2.875e-33 2.846e-33
 2.817e-33 2.788e-33 2.760e-33 2.732e-33 2.704e-33 2.677e-33 2.650e-33 2.624e-33
 2.598e-33 2.575e-33 2.552e-33 2.530e-33 2.508e-33 2.487e-33 2.466e-33 2.444e-33
 2.425e-33 2.407e-33 2.389e-33 2.371e-33 2.353e-33 2.336e-33 2.319e-33 2.302e-33
Lz[Wm**3] for tau[ms]=   10.0
 5.290e-36 7.183e-36 9.501e-36 1.224e-35 1.548e-35 1.956e-35 2.528e-35 3.389e-35
 4.712e-35 6.580e-35 8.570e-35 1.125e-34 1.485e-34 1.967e-34 2.613e-34 3.474e-34
 4.283e-34 5.284e-34 6.525e-34 8.068e-34 9.998e-34 1.243e-33 1.553e-33 1.955e-33
 2.433e-33 2.867e-33 3.381e-33 3.983e-33 4.683e-33 5.489e-33 6.410e-33 7.459e-33
 8.654e-33 1.002e-32 1.158e-32 1.326e-32 1.462e-32 1.611e-32 1.774e-32 1.953e-32
 2.150e-32 2.367e-32 2.608e-32 2.802e-32 3.010e-32 3.239e-32 3.491e-32 3.769e-32
 4.071e-32 4.383e-32 4.656e-32 4.823e-32 4.929e-32 4.947e-32 4.849e-32 4.618e-32
 4.252e-32 3.772e-32 3.222e-32 2.725e-32 2.322e-32 1.949e-32 1.615e-32 1.325e-32
 1.079e-32 8.846e-33 7.517e-33 6.376e-33 5.401e-33 4.571e-33 3.866e-33 3.269e-33
 2.765e-33 2.339e-33 2.037e-33 1.824e-33 1.635e-33 1.465e-33 1.314e-33 1.180e-33
 1.060e-33 9.527e-34 8.577e-34 7.738e-34 7.005e-34 6.488e-34 6.158e-34 5.875e-34
 5.644e-34 5.475e-34 5.381e-34 5.379e-34 5.491e-34 5.687e-34 5.967e-34 6.347e-34
 6.844e-34 7.476e-34 8.259e-34 9.205e-34 1.013e-33 1.094e-33 1.183e-33 1.276e-33
 1.373e-33 1.472e-33 1.570e-33 1.665e-33 1.752e-33 1.805e-33 1.840e-33 1.863e-33
 1.872e-33 1.865e-33 1.841e-33 1.800e-33 1.750e-33 1.694e-33 1.632e-33 1.565e-33
 1.497e-33 1.428e-33 1.359e-33 1.291e-33 1.233e-33 1.180e-33 1.129e-33 1.080e-33
 1.033e-33 9.889e-34 9.465e-34 9.060e-34 8.675e-34 8.308e-34 7.958e-34 7.671e-34
 7.414e-34 7.168e-34 6.933e-34 6.707e-34 6.491e-34 6.284e-34 6.101e-34 5.945e-34
 5.794e-34 5.649e-34 5.509e-34 5.373e-34 5.243e-34 5.117e-34 5.014e-34 4.922e-34
 4.832e-34 4.745e-34 4.661e-34 4.579e-34 4.499e-34 4.422e-34 4.347e-34 4.289e-34
 4.233e-34 4.179e-34 4.126e-34 4.074e-34 4.024e-34 3.982e-34 3.943e-34 3.905e-34
 3.869e-34 3.833e-34 3.798e-34 3.764e-34 3.731e-34 3.699e-34 3.672e-34 3.646e-34
 3.621e-34 3.597e-34 3.573e-34 3.550e-34 3.528e-34 3.506e-34 3.485e-34 3.464e-34
 3.444e-34 3.431e-34 3.417e-34 3.405e-34 3.393e-34 3.381e-34 3.370e-34 3.359e-34
 3.352e-34 3.347e-34 3.343e-34 3.339e-34 3.335e-34 3.332e-34 3.329e-34 3.327e-34
Lz[Wm**3] for tau[ms]=  100.0
 5.266e-36 6.913e-36 8.781e-36 1.093e-35 1.361e-35 1.734e-35 2.297e-35 3.165e-35
 4.506e-35 6.396e-35 8.407e-35 1.111e-34 1.472e-34 1.956e-34 2.604e-34 3.468e-34
 4.279e-34 5.283e-34 6.530e-34 8.087e-34 1.004e-33 1.253e-33 1.574e-33 1.993e-33
 2.492e-33 2.940e-33 3.464e-33 4.073e-33 4.774e-33 5.575e-33 6.488e-33 7.528e-33
 8.713e-33 1.007e-32 1.163e-32 1.330e-32 1.466e-32 1.614e-32 1.778e-32 1.957e-32
 2.153e-32 2.371e-32 2.614e-32 2.811e-32 3.023e-32 3.257e-32 3.516e-32 3.802e-32
 4.106e-32 4.408e-32 4.647e-32 4.761e-32 4.785e-32 4.691e-32 4.459e-32 4.091e-32
 3.612e-32 3.066e-32 2.507e-32 2.043e-32 1.687e-32 1.374e-32 1.107e-32 8.845e-33
 7.014e-33 5.612e-33 4.659e-33 3.861e-33 3.194e-33 2.640e-33 2.180e-33 1.799e-33
 1.484e-33 1.225e-33 1.043e-33 9.179e-34 8.076e-34 7.108e-34 6.259e-34 5.514e-34
 4.862e-34 4.292e-34 3.799e-34 3.376e-34 3.022e-34 2.801e-34 2.692e-34 2.615e-34
 2.578e-34 2.591e-34 2.665e-34 2.819e-34 3.063e-34 3.349e-34 3.706e-34 4.141e-34
 4.664e-34 5.279e-34 5.985e-34 6.774e-34 7.499e-34 8.117e-34 8.746e-34 9.367e-34
 9.960e-34 1.050e-33 1.094e-33 1.127e-33 1.143e-33 1.137e-33 1.117e-33 1.087e-33
 1.047e-33 1.000e-33 9.476e-34 8.945e-34 8.439e-34 7.940e-34 7.454e-34 6.986e-34
 6.539e-34 6.115e-34 5.715e-34 5.340e-34 5.021e-34 4.733e-34 4.464e-34 4.214e-34
 3.980e-34 3.761e-34 3.558e-34 3.368e-34 3.191e-34 3.026e-34 2.872e-34 2.742e-34
 2.626e-34 2.517e-34 2.414e-34 2.318e-34 2.227e-34 2.141e-34 2.065e-34 1.999e-34
 1.937e-34 1.878e-34 1.822e-34 1.769e-34 1.719e-34 1.672e-34 1.632e-34 1.597e-34
 1.563e-34 1.531e-34 1.501e-34 1.472e-34 1.445e-34 1.419e-34 1.394e-34 1.376e-34
 1.358e-34 1.342e-34 1.326e-34 1.312e-34 1.298e-34 1.288e-34 1.280e-34 1.272e-34
 1.265e-34 1.259e-34 1.253e-34 1.247e-34 1.242e-34 1.238e-34 1.237e-34 1.237e-34
 1.238e-34 1.239e-34 1.240e-34 1.241e-34 1.244e-34 1.246e-34 1.249e-34 1.252e-34
 1.255e-34 1.262e-34 1.269e-34 1.276e-34 1.284e-34 1.292e-34 1.300e-34 1.309e-34
 1.320e-34 1.331e-34 1.344e-34 1.356e-34 1.369e-34 1.383e-34 1.396e-34 1.410e-34
Lz[Wm**3] for tau[ms]= 1000.0
 5.263e-36 6.881e-36 8.701e-36 1.079e-35 1.341e-35 1.712e-35 2.274e-35 3.142e-35
 4.485e-35 6.377e-35 8.390e-35 1.109e-34 1.471e-34 1.955e-34 2.603e-34 3.467e-34
 4.278e-34 5.283e-34 6.531e-34 8.089e-34 1.005e-33 1.254e-33 1.576e-33 1.997e-33
 2.498e-33 2.947e-33 3.473e-33 4.082e-33 4.783e-33 5.584e-33 6.496e-33 7.535e-33
 8.719e-33 1.007e-32 1.163e-32 1.330e-32 1.466e-32 1.615e-32 1.778e-32 1.957e-32
 2.153e-32 2.371e-32 2.614e-32 2.812e-32 3.024e-32 3.258e-32 3.519e-32 3.805e-32
 4.109e-32 4.410e-32 4.646e-32 4.754e-32 4.770e-32 4.664e-32 4.419e-32 4.037e-32
 3.546e-32 2.994e-32 2.435e-32 1.974e-32 1.623e-32 1.317e-32 1.056e-32 8.402e-33
 6.635e-33 5.287e-33 4.372e-33 3.608e-33 2.973e-33 2.447e-33 2.012e-33 1.653e-33
 1.358e-33 1.116e-33 9.475e-34 8.315e-34 7.300e-34 6.413e-34 5.638e-34 4.962e-34
 4.374e-34 3.863e-34 3.423e-34 3.049e-34 2.739e-34 2.553e-34 2.469e-34 2.417e-34
 2.402e-34 2.435e-34 2.527e-34 2.697e-34 2.954e-34 3.249e-34 3.611e-34 4.049e-34
 4.569e-34 5.176e-34 5.867e-34 6.630e-34 7.326e-34 7.918e-34 8.513e-34 9.094e-34
 9.638e-34 1.012e-33 1.050e-33 1.074e-33 1.082e-33 1.069e-33 1.044e-33 1.009e-33
 9.659e-34 9.161e-34 8.618e-34 8.084e-34 7.584e-34 7.096e-34 6.627e-34 6.179e-34
 5.756e-34 5.358e-34 4.986e-34 4.640e-34 4.345e-34 4.080e-34 3.833e-34 3.605e-34
 3.393e-34 3.196e-34 3.013e-34 2.843e-34 2.686e-34 2.539e-34 2.403e-34 2.288e-34
 2.185e-34 2.089e-34 1.999e-34 1.914e-34 1.835e-34 1.761e-34 1.695e-34 1.637e-34
 1.583e-34 1.532e-34 1.484e-34 1.438e-34 1.395e-34 1.355e-34 1.321e-34 1.291e-34
 1.263e-34 1.236e-34 1.210e-34 1.187e-34 1.164e-34 1.143e-34 1.123e-34 1.108e-34
 1.094e-34 1.081e-34 1.069e-34 1.058e-34 1.048e-34 1.041e-34 1.035e-34 1.030e-34
 1.026e-34 1.022e-34 1.018e-34 1.016e-34 1.013e-34 1.011e-34 1.013e-34 1.015e-34
 1.018e-34 1.021e-34 1.025e-34 1.028e-34 1.033e-34 1.037e-34 1.042e-34 1.047e-34
 1.053e-34 1.061e-34 1.070e-34 1.079e-34 1.088e-34 1.098e-34 1.108e-34 1.118e-34
 1.130e-34 1.144e-34 1.157e-34 1.171e-34 1.186e-34 1.200e-34 1.215e-34 1.231e-34
